"TT 81-58037",-1
"In:",-1
"Report A E H E - H - ~ ~ ~ ~ 1-30, Jan. pp. ,",-1

"1;7 97.",-1

"In French.",-1

"THEORY OF DIFFUSION:",1
"ANOMALOUS DIFFUSION",1

"BY AD .. Le Claire",-1

"Cont ent s",-1

"e",0
"2.1 22 . Normal Dfuin................... ifso.................... Anomalies of Sl-ifso.......~...... efDfuin.............. 2.2.1 222 .. Weak ~mle................. oais................. Strong anomalies: Anomalous",1
"CC ..",-1

"4 5",0
"mtl..... eas....",-1

"0",0

"5 9",0
"13",0

"3 .",0

"HETERODIFFUSION OF IPRTE................ MUIIS...............",1
"3.1",0

"e",0

"32 . 33 .",0

"Normal diffusion.......................^............... Anomalous Diffusion: Dependence on Valency..... Anomalous Diffusion: Exceptionally High D V l e . . . . aus...",1

".....,,",0

"13 14 15",0

"TABLES",-1
"Tbe......... al......... 1 . Anomalous",-1
"CC ..",-1

"mtl.................... eas...................",-1

"20",0

"I",0

"2 .",0

"Models of t w o advanced processes for the diffusion of anomalous C.C. mtl.................-... eas.....................",1

"20",0

"Conference given in the 19th Colloquium of Metallurgy, CEA Saclay, June 22-25, 1976, ""La Diffusion dams les Milieux Condense/s. The6rie et Applications"" (Diffusion in high density media. Theory and Applications).",1

"0",0
"- 2 -",0

"Page",-1

"0",0

"3 .",0
"4 .",0

"Heterodiffusion i n Cu: values of A Heterodiffusion i n Cd: ............. ............. ............. of il q.............",1

"Q..............................................",-1
"Experimental and theoretical values",1

"Experimental and theoretical",1

"21",0
"21 22",0

"0",0

"5.",0
"6.",0

"Diffusion of impurities in A 1",1

"1.243",0

"........................",0

"The ratios D2/DG and the factors b,,,,, biApfor the systems g............ P........... AuPb, AgPb, C d P b and Hb........... FIGURES",1

"23",0

"0",0
"Figure",1

"1 .",0

". -. Self-diffusion in Ag 13",1
"IBotopic effect for Ag",1

"0",0

"2 .",0

"!..............,..................... 23 ..... ..................... 24 /3,",-1
", .",0

". ,",0

"3 .",0
"4 .",0
"0",0

"Arrhenius diagram for the self-diffusion in Zr and T . . . i.. Structure of the phase W. The ratio between the basic element of this structure and the neck position of a n atom phase^........ which jumps in a C.C.",1

"25",0

"5 .",0

"...................... Self-diffusion of Zr. Circles of Fig. 3; continuous line, equation 11 1201 ...........................................",1
"Self-diffusion of some",1
"CC ..",-1
"..o.............",-1

"26",0

"27",0

"a",0

"6,",0

"metals, normal and anomalous c4-1 28 29",1

"7 .",0
"8 . 0",0

"Heterodiffusion of some solutes in Pbi 1273 Heterodiffuaion of some solutes in of Pr 1 3 0",1
"CC ..",-1

"and hoc. phases ...................................................",-1

"30",0

"0",0

"0",0

"- 3 -",0

"0",0

"Summary The first systematic studies of self-diffusion and of the diffusion of impurities in metals showed a general behavior which may be understood in terms of a vacancy mechanism and which characterises the so-called ""normal diffusion"". The subsequent and more extended measurements showed that many ""anomalous"" systems are existed, i.e,, those in which the diffusion differs more or less from the normal type,. These provided occasions to put the vacancy hypothesis under question or at least, in its simplest form.",1
"4 These anomalies may be slight ones, 1 s the slight curvatures occasionally observed in the Arrhenius diagrams for the self-diffusion of metals, known to be normal ones (Ag, Na, etc), They may be attributed to a double vacancy diffusion, with intrinsic dependence on temperature of the properties of the single vacancies, or on both, Deeper anomalies are found for Hanomalous centered cubic metals"", (Zr, Ti, U, etc), some of which do not manifest any characteristics of the normal diffusion, Their propertiea are still quite unclear, but they a r e probably related to the fact that at low temperatures, these metals undergo transition# to the other phases, compact hexagonals, w-phase, etc.",1

"0",0

"0",0

