"Supplemental Proceedings: Volume 2: Materials Characterization, Computation and Modeling TMS (The Minerals, Metals & Materials Society), 2009",1

"KINETICS OF FORMATION AND THERMAL AND MECHANICAL PROPERTIES OF CHAR OBTAINED BY ULTRA-HIGH TEMPERATURE PYROLYSIS OF POLYETHYLENE VIA MOLECULAR DYNAMICS SIMULATIONS",1
"Maxim A. Makeev, John W. Lawson, Deepak Srivastava NASA Ames Research Center, Mail Stop 229-1, Moffett Field, CA 94035 USA Keywords: pyrolytic char, atomistic simulations, elastic properties, thermal conductivity Abstract We report results of a molecular dynamics simulation study of the high-temperature pyrolysis of polyethylene (PE) and the mechanical and thermal properties of the resultant carbonaceous char. The microstructure of pyrolyzed PE samples was monitored during the simulation. Mechanical properties of the resultant char were studied for char samples with varied microstructure (average coordination number and ring-size distributions) to establish structure-property relationships between mechanical (thermal) response properties and microstructure. We found that this relationship can be established based upon the random network theory of amorphous media, if additional topological constraints due to rings are taken into account. Thermal conductivity of pyrolytic char is investigated for samples with different microstructures for a wide range of temperatures. Similar to the mechanical response, the thermal response properties are correlated to microstructure. It is shown that the behavior of the thermal conductivity can be well described by Einstein‘s heat transfer theory, if microstructure effecs are taken into account. Introduction The process of phase transformation under ultra-high temperature treatment is of interest from both fundamental science and technology perspectives. Among many others realizations of this phenomenon, pyrolysis of polymeric materials has been extensively investigated to understand the kinetic and microstructural aspects of char formation [1,2,3]. For example, the chemical processes involved in thermal decomposition of polyethylene have been investigated in [1,2]. Reverse Monte Carlo modeling of char microstructure, performed on industrial char samples, has been reported in Ref. [3]. It was found that char contains buckled graphene sheets. Additionally, ultra-high temperature pyrolysis experiments of carbon nanotube-filled polymer-matrix composites have recently been performed and structures of the resultant char samples have been investigated. These studies have been performed for polymethyl methacrylate/carbon nanotube [4] and polypropylene/carbon nanotube [5,6] nanocomposites. For both materials, the integral char yield was found to increase as compared with pristine polymer systems. In general, it is understood by now that the process of pyrolysis of macromolecular systems (pristine and composites) is a complex phenomenon, dependent on various aspects of initial polymer-sample microstructure and pyrolysis conditions. The resultant microstructure of char samples has also been the focus of investigations in the past. One important aspect of Ref. [3] should particularly be emphasized. In that work, the fact that char can include structural units of buckled graphitic sheets was particularly importance for microstructure studies, as the observed picture clearly differed from random networks which had been previously shown to provide an adequate",1

"79",0

"description for a wide range of amorphous solids [7,8]. In light of the above, finding structureproperty relationships for disordered systems with complex microstructures is of great importance. In the present work, we study the mechanical and thermal properties of char, obtained by hightemperature pyrolysis of a model PE sample, with the main emphasis on structure-property relationships. The molten-phase carbonaceous char was obtained by high-temperature pyrolysis using methodology previously described in Ref. [9]. In brief, a pyrolytic molecular dynamics simulation approach was devised and used to study the process of polyethylene charring. The approach includes the kinetics of temperature-mediated hydrogen removal from the system and high-temperature relaxation of the carbonaceous char. For more details of the approach, the reader is referred to Ref. [9]. Moreover, we have recently performed more detailed simulation studies of the pyrolytic charring process, with particular emphasis on the kinetics of dehydrogenation and the resultant amorphous carbon structure evolution under different conditions. The major focus of the present study is the basics of the kinetics of char formation and the mechanical and thermal properties of solid-state char samples. To obtain amorphous char samples with different microstructures, the high-temperature molten-state char sample was quenched at different cooling rates and/or relaxation times. A total of five carbonaceous char samples (differing in microstructure) was obtained and investigated for mechanical and thermal response properties. Kinetics of pyrolysis An initial simulation system consisted of amorphous PE cell with dimensions along the x- and yaxis equal to 22 Å and along the z-axis equal to 87 Å. Periodic boundary conditions were applied to the system in all three directions. The system contained 40 PE chains, with the total number of atoms equal to 4880, out of which 1600 were carbon atoms and 3280 were hydrogen atoms. The Brenner reactive, bond-order potential (REBO) was used to describe interactions between hydrogen and carbon atoms [10]. In the past, this potential has been successfully used to model dynamic breaking and formation of chemical bonds under broad range of conditions.",1

"Figure 1. The color-coded map shows dynamical evolution of coordination numbers of carbon atoms in PE during pyrolysis at T=5000 K. The nucleation of char and the collapse of the original structure are illustrated by corresponding changes in the average coordination numbers.",1
